time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2021-11-10 11:9:30.2360,0.177,1.073,-0.43,-0.38,-0.95,2.67,-0.2,0.67,-0.08
2021-11-10 11:9:30.2450,0.197,1.039,-0.51,-0.51,-0.89,3.29,-0.11,0.72,-0.02
2021-11-10 11:9:30.2550,0.172,1.04,-0.514,-0.74,-0.6,4.05,0.13,0.64,0.05
2021-11-10 11:9:30.2650,0.156,1.112,-0.327,-0.65,-0.4,4.61,0.13,0.64,0.05
2021-11-10 11:9:30.2760,0.175,1.24,-0.174,-0.37,-0.85,3.38,0.07,0.63,-0.02
2021-11-10 11:9:30.2850,0.168,1.371,-0.222,-0.47,-1.93,1.4,0.09,0.5,-0.09
2021-11-10 11:9:30.2950,0.142,1.471,-0.256,-0.56,-3.3,1.18,0.22,0.29,-0.12
2021-11-10 11:9:30.3050,0.095,1.625,-0.109,-0.35,-4.35,1.92,0.37,0.21,-0.18
2021-11-10 11:9:30.3160,0.046,1.838,0.015,-0.01,-5.55,0.98,0.45,0.36,-0.24
2021-11-10 11:9:30.3260,0.048,1.966,0.098,0.52,-7.54,-0.56,0.33,0.66,-0.34
2021-11-10 11:9:30.3360,0.053,1.896,0.169,0.65,-9.29,-1.39,0.15,0.98,-0.48
2021-11-10 11:9:30.3450,0.019,1.636,0.101,0.49,-9.38,-2.29,0.15,1.05,-0.57
2021-11-10 11:9:30.3550,-0.095,1.284,0.075,0.6,-7.47,-2.12,0.66,1.0,-0.34
2021-11-10 11:9:30.3650,-0.181,1.02,0.033,1.41,-4.14,-1.56,0.66,1.0,-0.34
2021-11-10 11:9:30.3760,-0.179,0.813,-0.083,2.52,-1.14,-1.53,0.79,0.91,-0.17
2021-11-10 11:9:30.3850,-0.152,0.643,-0.119,2.77,1.0,-0.55,0.75,0.82,0.01
2021-11-10 11:9:30.3950,-0.111,0.524,-0.081,2.56,2.83,0.13,0.61,0.78,0.2
2021-11-10 11:9:30.4050,-0.058,0.439,-0.027,2.27,4.18,-0.09,0.41,0.75,0.35
2021-11-10 11:9:30.4150,-0.02,0.384,0.026,1.81,5.09,-0.62,0.18,0.68,0.47
2021-11-10 11:9:30.4250,0.019,0.403,0.078,1.44,5.78,-1.14,-0.09,0.57,0.54
2021-11-10 11:9:30.4350,0.052,0.477,0.116,1.13,5.88,-1.62,-0.36,0.42,0.51
2021-11-10 11:9:30.4450,0.073,0.604,0.152,0.81,5.32,-2.01,-0.57,0.25,0.42
2021-11-10 11:9:30.4550,0.091,0.794,0.169,0.6,4.29,-2.28,-0.68,0.1,0.26
2021-11-10 11:9:30.4640,0.107,1.022,0.178,0.44,2.67,-2.49,-0.64,-0.01,0.09
2021-11-10 11:9:30.4740,0.093,1.224,0.196,0.26,0.51,-2.51,-0.49,-0.0,-0.04
2021-11-10 11:9:30.4840,0.049,1.334,0.205,0.25,-1.65,-2.64,-0.33,0.16,-0.07
2021-11-10 11:9:30.4950,-0.019,1.301,0.213,0.59,-3.13,-2.72,-0.14,0.87,0.19
2021-11-10 11:9:30.5040,-0.081,1.161,0.196,1.19,-3.37,-2.79,-0.14,0.87,0.19
2021-11-10 11:9:30.5150,-0.106,1.03,0.162,1.93,-2.26,-2.71,-0.02,1.23,0.36
2021-11-10 11:9:30.5240,-0.109,0.94,0.119,2.36,-0.86,-2.4,0.08,1.5,0.48
2021-11-10 11:9:30.5360,-0.08,0.897,0.093,2.51,0.17,-1.99,0.14,1.66,0.54
2021-11-10 11:9:30.5450,-0.024,0.907,0.076,2.43,0.78,-1.64,0.18,1.73,0.52
2021-11-10 11:9:30.5550,0.041,0.922,0.062,2.01,0.84,-1.46,0.21,1.72,0.42
2021-11-10 11:9:30.5650,0.091,0.922,0.05,1.43,0.65,-1.3,0.21,1.66,0.3
2021-11-10 11:9:30.5740,0.126,0.916,0.038,0.9,0.58,-1.18,0.19,1.61,0.21
2021-11-10 11:9:30.5860,0.162,0.919,0.026,0.54,0.64,-1.05,0.15,1.58,0.16
2021-11-10 11:9:30.5950,0.198,0.94,0.016,0.24,0.66,-0.91,0.1,1.58,0.14
2021-11-10 11:9:30.6050,0.234,0.969,0.015,-0.11,0.51,-0.77,0.06,1.59,0.14
2021-11-10 11:9:30.6140,0.27,0.985,0.018,-0.42,0.23,-0.71,0.03,1.6,0.14
2021-11-10 11:9:30.6240,0.297,0.979,0.011,-0.76,0.01,-0.71,0.02,1.59,0.18
2021-11-10 11:9:30.6340,0.316,0.956,-0.009,-1.05,-0.03,-0.67,0.02,1.59,0.18
2021-11-10 11:9:30.6440,0.327,0.93,-0.031,-1.22,0.16,-0.48,0.01,1.56,0.2
2021-11-10 11:9:30.6550,0.332,0.908,-0.046,-1.34,0.41,-0.23,0.01,1.51,0.15
2021-11-10 11:9:30.6650,0.331,0.898,-0.058,-1.38,0.64,-0.03,0.01,1.45,0.15
2021-11-10 11:9:30.6740,0.329,0.898,-0.074,-1.37,0.78,0.12,-0.02,1.38,0.08
2021-11-10 11:9:30.6840,0.326,0.902,-0.086,-1.34,0.82,0.29,-0.05,1.32,0.02
2021-11-10 11:9:30.6950,0.331,0.907,-0.097,-1.32,0.78,0.47,-0.08,1.26,-0.02
2021-11-10 11:9:30.7040,0.338,0.91,-0.106,-1.33,0.74,0.6,-0.1,1.19,-0.06
2021-11-10 11:9:30.7150,0.342,0.903,-0.112,-1.41,0.69,0.73,-0.11,1.1,-0.11
2021-11-10 11:9:30.7240,0.338,0.891,-0.112,-1.47,0.73,0.83,-0.11,1.02,-0.2
2021-11-10 11:9:30.7350,0.336,0.879,-0.125,-1.48,0.83,0.88,-0.11,1.02,-0.2
2021-11-10 11:9:30.7430,0.335,0.867,-0.146,-1.46,0.96,0.97,-0.12,0.98,-0.26
2021-11-10 11:9:30.7540,0.33,0.856,-0.152,-1.47,1.08,1.21,-0.12,0.93,-0.3
2021-11-10 11:9:30.7640,0.325,0.853,-0.153,-1.48,1.2,1.35,-0.1,0.9,-0.34
2021-11-10 11:9:30.7740,0.323,0.857,-0.163,-1.44,1.27,1.38,-0.06,0.85,-0.36
2021-11-10 11:9:30.7830,0.328,0.865,-0.173,-1.45,1.26,1.45,-0.03,0.81,-0.38
2021-11-10 11:9:30.7940,0.328,0.876,-0.174,-1.51,1.2,1.59,0.02,0.76,-0.39
2021-11-10 11:9:30.8030,0.324,0.889,-0.167,-1.57,1.11,1.64,0.05,0.73,-0.4
2021-11-10 11:9:30.8140,0.318,0.902,-0.147,-1.58,1.0,1.61,0.07,0.7,-0.4
2021-11-10 11:9:30.8240,0.315,0.914,-0.124,-1.57,0.87,1.46,0.05,0.68,-0.4
2021-11-10 11:9:30.8330,0.321,0.93,-0.108,-1.55,0.76,1.24,0.05,0.68,-0.4
2021-11-10 11:9:30.8440,0.332,0.951,-0.09,-1.63,0.64,1.06,0.02,0.66,-0.39
2021-11-10 11:9:30.8540,0.364,0.964,-0.074,-1.73,0.44,0.93,-0.0,0.66,-0.37
2021-11-10 11:9:30.8650,0.396,0.966,-0.071,-2.0,0.28,0.73,-0.03,0.64,-0.34
2021-11-10 11:9:30.8750,0.42,0.956,-0.081,-2.38,0.22,0.69,-0.06,0.61,-0.3
2021-11-10 11:9:30.8830,0.446,0.946,-0.106,-2.65,0.28,0.73,-0.1,0.53,-0.27
2021-11-10 11:9:30.8940,0.458,0.939,-0.137,-2.93,0.39,0.96,-0.14,0.44,-0.25
2021-11-10 11:9:30.9050,0.44,0.937,-0.164,-3.15,0.48,1.27,-0.17,0.38,-0.23
2021-11-10 11:9:30.9130,0.411,0.953,-0.182,-3.1,0.53,1.58,-0.19,0.33,-0.22
2021-11-10 11:9:30.9240,0.374,0.995,-0.173,-2.85,0.45,1.83,-0.22,0.32,-0.21
2021-11-10 11:9:30.9350,0.325,1.062,-0.154,-2.55,0.14,1.88,-0.3,0.34,-0.2
2021-11-10 11:9:30.9440,0.279,1.152,-0.118,-2.11,-0.42,1.74,-0.36,0.4,-0.18
2021-11-10 11:9:30.9540,0.229,1.267,-0.063,-1.66,-1.23,1.51,-0.35,0.45,-0.15
2021-11-10 11:9:30.9640,0.102,1.412,0.023,-1.25,-2.24,1.08,-0.27,0.48,-0.08
2021-11-10 11:9:30.9740,-0.043,1.535,0.114,-0.35,-3.58,0.37,-0.2,0.47,0.1
2021-11-10 11:9:30.9830,-0.059,1.57,0.185,1.24,-4.96,-0.51,-0.15,0.44,0.31
2021-11-10 11:9:30.9940,-0.025,1.525,0.209,1.95,-5.68,-1.3,0.0,0.38,0.47
2021-11-10 11:9:31.0040,0.007,1.444,0.221,1.7,-5.48,-1.73,0.2,0.25,0.61
2021-11-10 11:9:31.0130,0.057,1.353,0.259,1.48,-4.79,-1.82,0.34,0.19,0.71
2021-11-10 11:9:31.0240,0.074,1.292,0.286,1.1,-3.89,-2.17,0.46,0.21,0.73
2021-11-10 11:9:31.0330,0.048,1.239,0.308,0.83,-3.19,-2.55,0.58,0.23,0.69
2021-11-10 11:9:31.0440,0.002,1.177,0.317,1.02,-2.69,-2.82,0.71,0.26,0.63
2021-11-10 11:9:31.0540,-0.041,1.106,0.303,1.48,-2.13,-3.07,1.03,0.4,0.5
2021-11-10 11:9:31.0630,-0.084,1.035,0.263,1.97,-1.47,-3.09,1.03,0.4,0.5
2021-11-10 11:9:31.0730,-0.121,0.992,0.199,2.87,-0.23,-2.47,1.27,0.74,0.5
2021-11-10 11:9:31.0830,-0.15,0.976,0.108,2.87,-0.23,-2.47,1.27,0.74,0.5
2021-11-10 11:9:31.0930,-0.146,0.977,0.001,3.27,0.01,-1.79,1.31,0.92,0.54
2021-11-10 11:9:31.1030,-0.119,0.976,-0.076,3.42,0.02,-0.86,1.31,1.09,0.57
2021-11-10 11:9:31.1130,-0.068,0.971,-0.108,3.29,0.0,-0.05,1.27,1.24,0.59
2021-11-10 11:9:31.1230,0.008,0.951,-0.129,2.95,0.01,0.31,1.15,1.25,0.56
2021-11-10 11:9:31.1340,0.094,0.914,-0.161,2.35,0.12,0.43,1.15,1.25,0.56
2021-11-10 11:9:31.1430,0.189,0.869,-0.195,1.59,0.4,0.63,1.03,1.07,0.49
2021-11-10 11:9:31.1530,0.286,0.821,-0.231,0.74,0.81,0.89,0.85,0.8,0.38
2021-11-10 11:9:31.1630,0.378,0.781,-0.244,-0.18,1.26,1.21,0.67,0.48,0.27
2021-11-10 11:9:31.1730,0.453,0.765,-0.249,-1.09,1.69,1.38,0.53,0.11,0.14
2021-11-10 11:9:31.1840,0.499,0.777,-0.247,-1.9,1.94,1.38,0.43,-0.26,0.02
2021-11-10 11:9:31.1930,0.507,0.811,-0.238,-2.48,1.92,1.35,0.36,-0.58,-0.1
2021-11-10 11:9:31.2030,0.477,0.852,-0.223,-2.72,1.65,1.24,0.3,-0.81,-0.18
2021-11-10 11:9:31.2140,0.421,0.882,-0.215,-2.59,1.27,1.06,0.26,-0.95,-0.23
2021-11-10 11:9:31.2220,0.351,0.894,-0.216,-2.16,0.9,0.91,0.22,-1.04,-0.27
2021-11-10 11:9:31.2330,0.271,0.89,-0.212,-1.55,0.74,0.83,0.19,-1.12,-0.29
2021-11-10 11:9:31.2430,0.182,0.88,-0.188,-0.85,0.72,0.82,0.17,-1.13,-0.29
2021-11-10 11:9:31.2520,0.111,0.879,-0.189,-0.03,0.82,0.58,0.16,-1.06,-0.26
2021-11-10 11:9:31.2630,0.072,0.892,-0.205,0.74,0.88,0.42,0.15,-1.0,-0.22
2021-11-10 11:9:31.2730,0.032,0.891,-0.191,1.17,0.79,0.58,0.15,-0.88,-0.18
2021-11-10 11:9:31.2820,0.028,0.886,-0.199,1.55,0.72,0.49,0.18,-0.71,-0.11
2021-11-10 11:9:31.2930,0.045,0.889,-0.216,1.74,0.8,0.41,0.19,-0.55,-0.07
2021-11-10 11:9:31.3020,0.065,0.878,-0.221,1.6,0.77,0.57,0.18,-0.42,-0.04
2021-11-10 11:9:31.3130,0.101,0.862,-0.225,1.4,0.82,0.62,0.15,-0.36,-0.01
2021-11-10 11:9:31.3220,0.135,0.838,-0.225,1.11,0.97,0.65,0.13,-0.32,-0.01
2021-11-10 11:9:31.3330,0.166,0.805,-0.229,0.74,1.15,0.65,0.1,-0.31,0.0
2021-11-10 11:9:31.3440,0.198,0.776,-0.24,0.43,1.47,0.65,0.07,-0.31,0.01
2021-11-10 11:9:31.3530,0.228,0.754,-0.253,0.12,1.76,0.72,0.03,-0.33,-0.0
2021-11-10 11:9:31.3630,0.248,0.738,-0.269,-0.2,2.0,0.84,-0.0,-0.38,-0.02
2021-11-10 11:9:31.3730,0.258,0.733,-0.279,-0.44,2.19,0.98,-0.04,-0.41,-0.03
2021-11-10 11:9:31.3830,0.265,0.737,-0.283,-0.58,2.29,1.11,-0.08,-0.47,-0.03
2021-11-10 11:9:31.3930,0.265,0.742,-0.284,-0.66,2.27,1.16,-0.11,-0.53,-0.03
2021-11-10 11:9:31.4030,0.256,0.736,-0.283,-0.72,2.22,1.19,-0.14,-0.59,-0.02
2021-11-10 11:9:31.4130,0.245,0.73,-0.284,-0.66,2.24,1.18,-0.16,-0.63,-0.02
2021-11-10 11:9:31.4230,0.236,0.738,-0.284,-0.56,2.32,1.2,-0.19,-0.65,-0.02
2021-11-10 11:9:31.4330,0.225,0.751,-0.291,-0.48,2.29,1.19,-0.23,-0.65,-0.02
2021-11-10 11:9:31.4430,0.212,0.771,-0.295,-0.4,2.19,1.25,-0.25,-0.65,-0.03
2021-11-10 11:9:31.4530,0.199,0.793,-0.294,-0.29,2.02,1.32,-0.25,-0.63,-0.04
2021-11-10 11:9:31.4620,0.189,0.816,-0.29,-0.17,1.81,1.34,-0.26,-0.62,-0.04
2021-11-10 11:9:31.4720,0.192,0.838,-0.271,-0.07,1.59,1.34,-0.29,-0.6,-0.05
2021-11-10 11:9:31.4820,0.205,0.863,-0.246,-0.05,1.38,1.22,-0.31,-0.58,-0.04
2021-11-10 11:9:31.4930,0.219,0.902,-0.234,-0.16,1.17,1.01,-0.33,-0.56,-0.04
2021-11-10 11:9:31.5020,0.228,0.951,-0.231,-0.32,0.84,0.84,-0.36,-0.61,-0.04
2021-11-10 11:9:31.5130,0.229,1.012,-0.219,-0.44,0.4,0.83,-0.33,-0.68,-0.04
2021-11-10 11:9:31.5220,0.215,1.076,-0.218,-0.5,-0.16,0.76,-0.19,-0.68,-0.03
2021-11-10 11:9:31.5330,0.197,1.135,-0.236,-0.42,-0.78,0.7,-0.19,-0.68,-0.03
2021-11-10 11:9:31.5420,0.185,1.187,-0.283,-0.26,-1.38,0.8,-0.11,-0.59,-0.04
2021-11-10 11:9:31.5530,0.196,1.223,-0.354,-0.12,-1.93,1.14,-0.02,-0.47,-0.05
2021-11-10 11:9:31.5630,0.234,1.236,-0.43,-0.13,-2.33,1.75,0.11,-0.33,-0.05
2021-11-10 11:9:31.5720,0.28,1.201,-0.512,-0.42,-2.57,2.47,0.26,-0.21,-0.03
2021-11-10 11:9:31.5820,0.305,1.171,-0.575,-0.88,-2.42,3.2,0.43,-0.19,0.01
2021-11-10 11:9:31.5920,0.315,1.209,-0.554,-1.22,-2.0,3.93,0.63,-0.29,0.01
2021-11-10 11:9:31.6020,0.334,1.293,-0.456,-1.36,-2.14,3.97,0.82,-0.44,-0.02
2021-11-10 11:9:31.6130,0.377,1.37,-0.38,-1.48,-2.84,3.17,0.86,-0.49,-0.06
2021-11-10 11:9:31.6220,0.389,1.383,-0.424,-1.86,-3.73,2.06,0.74,-0.53,-0.09
2021-11-10 11:9:31.6320,0.329,1.437,-0.424,-2.21,-4.08,2.03,0.69,-0.66,-0.16
2021-11-10 11:9:31.6420,0.273,1.558,-0.25,-1.88,-4.3,2.39,0.74,-0.66,-0.27
2021-11-10 11:9:31.6520,0.264,1.615,-0.096,-1.26,-5.38,1.19,0.63,-0.49,-0.35
2021-11-10 11:9:31.6620,0.238,1.555,-0.01,-1.05,-6.32,-0.73,0.32,-0.3,-0.37
2021-11-10 11:9:31.6710,0.141,1.429,0.048,-1.03,-6.12,-1.67,0.1,-0.07,-0.33
2021-11-10 11:9:31.6830,0.052,1.24,-0.003,-0.31,-5.08,-2.51,0.16,0.01,-0.25
2021-11-10 11:9:31.6910,-0.021,1.009,-0.055,0.65,-3.49,-2.36,0.39,0.03,-0.1
2021-11-10 11:9:31.7030,-0.067,0.818,-0.124,1.41,-1.29,-1.82,0.56,0.02,0.08
2021-11-10 11:9:31.7120,-0.069,0.665,-0.229,2.01,0.76,-1.34,0.54,-0.07,0.21
2021-11-10 11:9:31.7210,-0.034,0.56,-0.283,2.21,2.38,-0.42,0.33,-0.2,0.27
2021-11-10 11:9:31.7330,0.036,0.501,-0.265,2.02,3.6,0.38,0.04,-0.29,0.31
2021-11-10 11:9:31.7420,0.125,0.447,-0.176,1.49,4.3,0.44,-0.25,-0.37,0.35
2021-11-10 11:9:31.7520,0.201,0.41,-0.074,0.67,4.83,-0.13,-0.51,-0.44,0.38
2021-11-10 11:9:31.7620,0.251,0.41,-0.016,-0.13,5.29,-1.16,-0.77,-0.57,0.37
2021-11-10 11:9:31.7720,0.27,0.495,0.027,-0.7,5.49,-1.79,-1.02,-0.78,0.25
2021-11-10 11:9:31.7810,0.259,0.661,0.067,-1.02,5.02,-2.16,-1.23,-1.09,0.02
2021-11-10 11:9:31.7920,0.238,0.899,0.116,-1.05,3.69,-2.43,-1.31,-1.41,-0.24
2021-11-10 11:9:31.8020,0.209,1.119,0.167,-0.91,1.63,-2.8,-1.29,-1.59,-0.41
2021-11-10 11:9:31.8110,0.157,1.229,0.227,-0.74,-0.74,-3.16,-1.26,-1.48,-0.4
2021-11-10 11:9:31.8220,0.066,1.256,0.249,-0.38,-2.2,-3.66,-1.18,-1.12,-0.28
2021-11-10 11:9:31.8320,-0.065,1.189,0.222,0.32,-2.73,-3.98,-0.99,-0.68,-0.13
2021-11-10 11:9:31.8420,-0.181,1.071,0.156,1.48,-2.42,-3.8,-0.73,-0.25,0.04
2021-11-10 11:9:31.8510,-0.241,0.979,0.07,2.76,-1.33,-3.23,-0.54,0.09,0.15
2021-11-10 11:9:31.8610,-0.246,0.914,0.002,3.59,-0.29,-2.38,-0.42,0.45,0.21
2021-11-10 11:9:31.8720,-0.2,0.879,-0.013,3.86,0.44,-1.54,-0.42,0.45,0.21
2021-11-10 11:9:31.8810,-0.117,0.873,0.006,3.61,0.89,-1.15,-0.42,0.59,0.21
2021-11-10 11:9:31.8910,-0.014,0.894,0.025,2.95,1.06,-1.19,-0.42,0.71,0.21
2021-11-10 11:9:31.9020,0.088,0.925,0.025,2.02,0.95,-1.37,-0.43,0.8,0.22
2021-11-10 11:9:31.9120,0.165,0.962,0.015,1.02,0.67,-1.38,-0.41,0.83,0.22
2021-11-10 11:9:31.9210,0.221,0.989,-0.004,0.18,0.33,-1.26,-0.37,0.82,0.19
2021-11-10 11:9:31.9310,0.262,0.997,-0.012,-0.39,0.0,-1.07,-0.36,0.77,0.15
2021-11-10 11:9:31.9410,0.288,0.99,0.003,-0.84,-0.15,-0.85,-0.34,0.77,0.11
2021-11-10 11:9:31.9510,0.299,0.978,-0.004,-1.13,-0.12,-0.9,-0.32,0.77,-0.01
2021-11-10 11:9:31.9610,0.302,0.964,-0.022,-1.28,-0.01,-0.92,-0.32,0.77,-0.01
2021-11-10 11:9:31.9710,0.298,0.942,-0.023,-1.33,0.12,-0.67,-0.32,0.76,-0.08
2021-11-10 11:9:31.9810,0.298,0.921,-0.028,-1.32,0.31,-0.57,-0.32,0.76,-0.15
2021-11-10 11:9:31.9910,0.295,0.898,-0.04,-1.31,0.53,-0.51,-0.33,0.76,-0.19
2021-11-10 11:9:32.0010,0.283,0.871,-0.055,-1.32,0.75,-0.37,-0.35,0.76,-0.21
2021-11-10 11:9:32.0110,0.274,0.838,-0.067,-1.23,1.0,-0.19,-0.38,0.74,-0.21
2021-11-10 11:9:32.0210,0.264,0.804,-0.074,-1.15,1.31,0.01,-0.42,0.72,-0.21
2021-11-10 11:9:32.0310,0.26,0.782,-0.082,-1.07,1.66,0.13,-0.44,0.69,-0.2
2021-11-10 11:9:32.0400,0.269,0.767,-0.092,-1.02,1.93,0.27,-0.47,0.66,-0.21
2021-11-10 11:9:32.0510,0.291,0.763,-0.116,-1.07,2.1,0.41,-0.49,0.61,-0.23
2021-11-10 11:9:32.0600,0.31,0.772,-0.135,-1.27,2.19,0.64,-0.52,0.53,-0.29
2021-11-10 11:9:32.0710,0.323,0.802,-0.133,-1.51,2.17,0.95,-0.52,0.39,-0.4
2021-11-10 11:9:32.0810,0.324,0.845,-0.13,-1.7,1.96,1.05,-0.52,0.39,-0.4
2021-11-10 11:9:32.0920,0.315,0.89,-0.128,-1.79,1.58,1.06,-0.48,0.34,-0.45
2021-11-10 11:9:32.1000,0.296,0.928,-0.136,-1.78,1.14,1.08,-0.45,0.31,-0.49
2021-11-10 11:9:32.1110,0.268,0.961,-0.138,-1.68,0.74,1.17,-0.42,0.31,-0.53
2021-11-10 11:9:32.1210,0.222,0.991,-0.126,-1.5,0.41,1.28,-0.33,0.36,-0.61
2021-11-10 11:9:32.1310,0.173,1.016,-0.101,-1.18,0.12,1.25,-0.29,0.44,-0.65
2021-11-10 11:9:32.1420,0.13,1.035,-0.07,-0.74,-0.14,1.09,-0.29,0.44,-0.65
2021-11-10 11:9:32.1510,0.1,1.043,-0.051,-0.35,-0.35,0.82,-0.26,0.74,-0.61
2021-11-10 11:9:32.1600,0.102,1.025,-0.047,-0.07,-0.47,0.6,-0.26,0.74,-0.61
2021-11-10 11:9:32.1700,0.152,0.986,-0.057,0.02,-0.4,0.55,-0.26,0.9,-0.5
2021-11-10 11:9:32.1800,0.246,0.954,-0.078,-0.34,-0.06,0.62,-0.24,0.98,-0.34
2021-11-10 11:9:32.1910,0.363,0.935,-0.119,-1.13,0.31,0.83,-0.21,0.93,-0.18
2021-11-10 11:9:32.2000,0.485,0.917,-0.184,-2.23,0.53,1.16,-0.22,0.78,-0.03
2021-11-10 11:9:32.2100,0.575,0.91,-0.247,-3.43,0.7,1.76,-0.26,0.58,0.08
2021-11-10 11:9:32.2210,0.612,0.931,-0.284,-4.47,0.84,2.45,-0.45,0.23,0.25
2021-11-10 11:9:32.2310,0.614,0.988,-0.306,-4.99,0.74,2.96,-0.45,0.23,0.25
2021-11-10 11:9:32.2410,0.581,1.086,-0.274,-5.11,0.32,3.3,-0.57,0.07,0.31
2021-11-10 11:9:32.2510,0.536,1.199,-0.182,-4.87,-0.51,3.27,-0.71,-0.33,0.38
2021-11-10 11:9:32.2610,0.475,1.305,-0.061,-4.4,-1.61,2.65,-0.71,-0.33,0.38
2021-11-10 11:9:32.2720,0.378,1.396,0.035,-3.86,-2.69,1.57,-0.71,-0.48,0.44
2021-11-10 11:9:32.2810,0.293,1.451,0.12,-2.96,-3.67,0.55,-0.69,-0.61,0.52
2021-11-10 11:9:32.2910,0.215,1.48,0.223,-1.97,-4.35,-0.18,-0.58,-0.72,0.56
2021-11-10 11:9:32.3000,0.103,1.489,0.288,-1.2,-4.73,-1.16,-0.38,-0.78,0.59
2021-11-10 11:9:32.3110,-0.003,1.455,0.361,-0.14,-4.91,-1.91,-0.16,-0.79,0.62
2021-11-10 11:9:32.3200,-0.085,1.374,0.417,1.04,-4.78,-2.57,0.06,-0.7,0.65
2021-11-10 11:9:32.3310,-0.147,1.272,0.444,1.99,-4.16,-3.27,0.29,-0.53,0.69
2021-11-10 11:9:32.3400,-0.18,1.185,0.459,2.76,-3.18,-3.66,0.52,-0.32,0.71
2021-11-10 11:9:32.3500,-0.188,1.115,0.449,3.27,-2.26,-3.92,0.73,-0.11,0.71
2021-11-10 11:9:32.3600,-0.187,1.055,0.418,3.48,-1.53,-4.02,0.93,0.06,0.71
2021-11-10 11:9:32.3710,-0.18,1.01,0.375,3.57,-0.91,-3.84,1.11,0.22,0.73
2021-11-10 11:9:32.3800,-0.162,0.984,0.291,3.6,-0.41,-3.62,1.24,0.41,0.77
2021-11-10 11:9:32.3900,-0.134,0.994,0.171,3.54,-0.1,-3.07,1.29,0.63,0.82
2021-11-10 11:9:32.4000,-0.102,1.041,0.051,3.37,-0.05,-2.11,1.29,0.87,0.84
2021-11-10 11:9:32.4110,-0.081,1.098,-0.031,3.15,-0.43,-0.98,1.27,1.1,0.85
2021-11-10 11:9:32.4200,-0.06,1.146,-0.078,2.97,-0.98,-0.11,1.24,1.27,0.81
2021-11-10 11:9:32.4300,0.006,1.166,-0.113,2.88,-1.54,0.37,1.17,1.3,0.71
2021-11-10 11:9:32.4410,0.122,1.147,-0.143,2.51,-1.87,0.67,1.04,1.19,0.54
2021-11-10 11:9:32.4500,0.257,1.082,-0.172,1.57,-1.85,0.91,0.86,0.97,0.33
2021-11-10 11:9:32.4600,0.376,0.995,-0.177,0.3,-1.39,1.15,0.58,0.32,0.02
2021-11-10 11:9:32.4710,0.462,0.916,-0.161,-0.96,-0.57,1.27,0.58,0.32,0.02
2021-11-10 11:9:32.4800,0.55,0.876,-0.163,-1.91,0.26,1.09,0.54,-0.03,-0.03
2021-11-10 11:9:32.4900,0.623,0.872,-0.194,-2.75,0.82,0.97,0.54,-0.42,-0.09
2021-11-10 11:9:32.5000,0.639,0.882,-0.211,-3.58,0.97,1.1,0.52,-0.85,-0.13
2021-11-10 11:9:32.5100,0.592,0.868,-0.196,-4.0,0.88,1.33,0.49,-1.21,-0.14
2021-11-10 11:9:32.5190,0.502,0.832,-0.178,-3.78,0.91,1.18,0.41,-1.71,-0.12
2021-11-10 11:9:32.5300,0.395,0.782,-0.143,-3.05,1.19,0.94,0.41,-1.71,-0.12
2021-11-10 11:9:32.5400,0.291,0.743,-0.116,-2.05,1.65,0.57,0.32,-1.82,-0.11
2021-11-10 11:9:32.5490,0.195,0.713,-0.113,-1.05,2.09,0.21,0.22,-1.87,-0.1
2021-11-10 11:9:32.5600,0.149,0.717,-0.153,-0.06,2.42,-0.03,-0.03,-1.93,-0.16
2021-11-10 11:9:32.5690,0.07,0.728,-0.105,0.51,2.52,0.25,-0.03,-1.93,-0.16
2021-11-10 11:9:32.5790,0.009,0.749,-0.07,1.06,2.39,0.16,-0.05,-1.76,-0.15
2021-11-10 11:9:32.5910,0.006,0.784,-0.103,1.82,2.28,-0.48,-0.04,-1.64,-0.14
2021-11-10 11:9:32.6000,0.0,0.814,-0.102,1.99,1.96,-0.33,-0.08,-1.49,-0.14
2021-11-10 11:9:32.6100,-0.002,0.814,-0.104,1.95,1.61,-0.18,-0.18,-1.15,-0.09
2021-11-10 11:9:32.6200,0.018,0.806,-0.117,2.01,1.52,-0.26,-0.18,-1.15,-0.09
2021-11-10 11:9:32.6300,0.045,0.797,-0.13,1.87,1.6,-0.13,-0.24,-0.99,-0.08
2021-11-10 11:9:32.6400,0.072,0.769,-0.15,1.59,1.66,-0.01,-0.27,-0.88,-0.07
2021-11-10 11:9:32.6490,0.097,0.746,-0.16,1.33,1.88,0.18,-0.28,-0.77,-0.07
2021-11-10 11:9:32.6590,0.113,0.725,-0.168,1.02,2.14,0.34,-0.25,-0.66,-0.05
2021-11-10 11:9:32.6700,0.132,0.714,-0.187,0.85,2.36,0.41,-0.19,-0.55,-0.03
2021-11-10 11:9:32.6810,0.142,0.708,-0.204,0.66,2.51,0.56,-0.07,-0.45,0.05
2021-11-10 11:9:32.6890,0.154,0.709,-0.225,0.53,2.59,0.75,-0.07,-0.45,0.05
2021-11-10 11:9:32.7000,0.169,0.717,-0.243,0.44,2.61,0.92,-0.05,-0.43,0.11
2021-11-10 11:9:32.7100,0.19,0.721,-0.25,0.3,2.54,1.12,-0.07,-0.41,0.17
2021-11-10 11:9:32.7190,0.216,0.726,-0.252,0.14,2.48,1.24,-0.17,-0.42,0.28
