time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2021-11-10 11:7:03.6180,-0.888,-0.022,0.099,-1.3,-1.32,-0.46,0.16,0.25,-0.39
2021-11-10 11:7:03.6280,-0.9,-0.02,0.097,-1.06,-1.27,-0.41,0.05,0.41,-0.31
2021-11-10 11:7:03.6390,-0.901,-0.031,0.086,-0.87,-1.33,-0.42,-0.04,0.51,-0.24
2021-11-10 11:7:03.6480,-0.892,-0.043,0.078,-0.89,-1.17,-0.37,-0.1,0.61,-0.19
2021-11-10 11:7:03.6590,-0.878,-0.051,0.067,-1.01,-1.11,-0.34,-0.1,0.62,-0.2
2021-11-10 11:7:03.6690,-0.87,-0.066,0.061,-1.01,-1.11,-0.34,-0.1,0.62,-0.2
2021-11-10 11:7:03.6790,-0.879,-0.086,0.06,-1.13,-1.02,-0.31,-0.06,0.6,-0.2
2021-11-10 11:7:03.6870,-0.882,-0.106,0.054,-1.1,-0.85,-0.35,-0.02,0.56,-0.21
2021-11-10 11:7:03.6970,-0.881,-0.122,0.051,-1.02,-0.67,-0.36,0.03,0.48,-0.24
2021-11-10 11:7:03.7070,-0.885,-0.13,0.05,-1.0,-0.43,-0.39,0.03,0.46,-0.23
2021-11-10 11:7:03.7170,-0.884,-0.138,0.047,-1.0,-0.43,-0.39,0.03,0.46,-0.23
2021-11-10 11:7:03.7270,-0.873,-0.154,0.043,-0.98,-0.39,-0.41,-0.04,0.48,-0.16
2021-11-10 11:7:03.7380,-0.863,-0.17,0.042,-1.05,-0.28,-0.42,-0.04,0.48,-0.16
2021-11-10 11:7:03.7470,-0.852,-0.182,0.039,-1.26,0.01,-0.48,-0.13,0.5,-0.04
2021-11-10 11:7:03.7570,-0.849,-0.189,0.034,-1.26,0.01,-0.48,-0.13,0.5,-0.04
2021-11-10 11:7:03.7680,-0.858,-0.184,0.024,-1.33,0.1,-0.49,-0.15,0.45,0.02
2021-11-10 11:7:03.7780,-0.879,-0.175,0.017,-1.29,0.11,-0.45,-0.16,0.35,0.07
2021-11-10 11:7:03.7870,-0.904,-0.168,0.016,-1.13,0.03,-0.39,-0.12,0.07,0.08
2021-11-10 11:7:03.7970,-0.928,-0.17,0.012,-0.87,-0.05,-0.37,-0.12,0.07,0.08
2021-11-10 11:7:03.8060,-0.954,-0.169,0.005,-0.65,-0.04,-0.37,-0.1,-0.06,0.06
2021-11-10 11:7:03.8140,-0.968,-0.163,0.005,-0.39,-0.02,-0.26,-0.06,-0.15,0.04
2021-11-10 11:7:03.8250,-0.977,-0.161,0.001,-0.21,-0.08,-0.24,-0.04,-0.21,0.03
2021-11-10 11:7:03.8360,-0.993,-0.156,0.003,-0.01,-0.12,-0.16,-0.0,-0.23,0.04
2021-11-10 11:7:03.8490,-1.024,-0.146,0.002,-0.01,-0.12,-0.16,0.07,-0.18,0.1
2021-11-10 11:7:03.8590,-1.037,-0.146,0.003,0.47,-0.24,-0.13,0.08,-0.11,0.11
2021-11-10 11:7:03.8680,-1.048,-0.159,0.007,0.47,-0.24,-0.13,0.08,-0.11,0.11
2021-11-10 11:7:03.8790,-1.056,-0.164,0.012,0.66,-0.03,-0.21,0.11,0.07,0.06
2021-11-10 11:7:03.8870,-1.059,-0.165,0.01,0.71,-0.03,-0.23,0.13,0.14,0.0
2021-11-10 11:7:03.8980,-1.052,-0.17,0.014,0.71,-0.03,-0.23,0.15,0.19,-0.05
2021-11-10 11:7:03.9080,-1.044,-0.171,0.02,0.6,0.03,-0.32,0.18,0.2,-0.09
2021-11-10 11:7:03.9180,-1.032,-0.172,0.024,0.5,0.03,-0.38,0.21,0.19,-0.12
2021-11-10 11:7:03.9280,-1.019,-0.171,0.032,0.5,0.03,-0.38,0.23,0.16,-0.14
2021-11-10 11:7:03.9360,-1.007,-0.17,0.039,0.25,-0.02,-0.54,0.24,0.1,-0.14
2021-11-10 11:7:03.9490,-0.995,-0.173,0.043,0.14,-0.01,-0.59,0.23,0.05,-0.14
2021-11-10 11:7:03.9580,-0.984,-0.179,0.049,0.14,-0.01,-0.59,0.22,-0.0,-0.13
2021-11-10 11:7:03.9680,-0.973,-0.183,0.055,0.03,0.03,-0.64,0.22,-0.0,-0.13
2021-11-10 11:7:03.9780,-0.967,-0.187,0.058,-0.08,0.06,-0.7,0.19,-0.05,-0.12
2021-11-10 11:7:03.9880,-0.963,-0.189,0.058,-0.2,0.11,-0.72,0.12,-0.1,-0.12
2021-11-10 11:7:03.9990,-0.959,-0.187,0.055,-0.2,0.11,-0.72,0.07,-0.11,-0.12
2021-11-10 11:7:04.0080,-0.953,-0.188,0.052,-0.23,0.09,-0.69,0.07,-0.11,-0.12
2021-11-10 11:7:04.0180,-0.95,-0.186,0.046,-0.29,0.08,-0.65,0.03,-0.11,-0.11
2021-11-10 11:7:04.0280,-0.947,-0.186,0.04,-0.33,0.07,-0.59,0.0,-0.13,-0.11
2021-11-10 11:7:04.0360,-0.943,-0.189,0.034,-0.34,0.04,-0.51,-0.02,-0.14,-0.1
2021-11-10 11:7:04.0470,-0.942,-0.188,0.028,-0.39,0.06,-0.45,-0.04,-0.11,-0.08
2021-11-10 11:7:04.0580,-0.943,-0.188,0.025,-0.4,0.06,-0.37,-0.05,-0.09,-0.07
2021-11-10 11:7:04.0670,-0.946,-0.183,0.021,-0.41,0.05,-0.33,-0.05,-0.05,-0.06
2021-11-10 11:7:04.0780,-0.951,-0.177,0.017,-0.34,-0.05,-0.26,-0.08,-0.0,-0.03
2021-11-10 11:7:04.0870,-0.954,-0.172,0.012,-0.34,-0.05,-0.26,-0.08,-0.0,-0.03
2021-11-10 11:7:04.0970,-0.959,-0.163,0.008,-0.25,-0.18,-0.17,-0.1,-0.03,-0.02
2021-11-10 11:7:04.1070,-0.961,-0.158,0.005,-0.25,-0.18,-0.17,-0.1,-0.03,-0.02
2021-11-10 11:7:04.1180,-0.965,-0.158,0.002,-0.23,-0.25,-0.13,-0.08,-0.07,-0.01
2021-11-10 11:7:04.1260,-0.968,-0.162,0.002,-0.2,-0.26,-0.09,-0.08,-0.08,-0.02
2021-11-10 11:7:04.1380,-0.97,-0.163,-0.001,-0.16,-0.24,-0.08,-0.08,-0.08,-0.02
2021-11-10 11:7:04.1470,-0.969,-0.164,-0.003,-0.14,-0.21,-0.05,-0.07,-0.08,-0.02
2021-11-10 11:7:04.1580,-0.969,-0.169,-0.002,-0.14,-0.21,-0.02,-0.07,-0.06,-0.02
2021-11-10 11:7:04.1670,-0.972,-0.173,-0.005,-0.14,-0.18,-0.02,-0.06,-0.02,-0.01
2021-11-10 11:7:04.1770,-0.969,-0.172,-0.006,-0.12,-0.12,-0.01,-0.06,0.03,0.0
2021-11-10 11:7:04.1870,-0.964,-0.174,-0.008,-0.12,-0.12,0.0,-0.05,0.07,0.0
2021-11-10 11:7:04.1970,-0.967,-0.173,-0.01,-0.17,-0.11,0.01,-0.04,0.1,0.01
2021-11-10 11:7:04.2060,-0.978,-0.169,-0.011,-0.19,-0.1,0.02,-0.03,0.11,0.03
2021-11-10 11:7:04.2170,-0.98,-0.17,-0.01,-0.1,-0.14,0.02,-0.03,0.11,0.03
2021-11-10 11:7:04.2270,-0.977,-0.173,-0.009,-0.03,-0.14,0.01,-0.02,0.11,0.03
2021-11-10 11:7:04.2370,-0.972,-0.174,-0.008,-0.05,-0.11,-0.01,-0.0,0.07,0.02
2021-11-10 11:7:04.2470,-0.969,-0.174,-0.004,-0.1,-0.08,-0.02,0.03,-0.01,0.01
2021-11-10 11:7:04.2550,-0.969,-0.175,-0.002,-0.13,-0.08,-0.05,0.03,-0.01,0.01
2021-11-10 11:7:04.2660,-0.965,-0.176,0.001,-0.14,-0.07,-0.09,0.03,-0.03,0.0
2021-11-10 11:7:04.2770,-0.96,-0.177,0.003,-0.16,-0.06,-0.1,0.02,-0.04,-0.01
2021-11-10 11:7:04.2860,-0.96,-0.177,0.002,-0.22,-0.05,-0.12,0.0,-0.02,-0.01
2021-11-10 11:7:04.2960,-0.964,-0.175,0.003,-0.24,-0.05,-0.12,-0.02,0.0,-0.01
2021-11-10 11:7:04.3060,-0.967,-0.173,0.002,-0.21,-0.05,-0.13,-0.03,0.03,0.01
2021-11-10 11:7:04.3160,-0.965,-0.173,-0.001,-0.17,-0.08,-0.13,-0.04,0.06,0.02
2021-11-10 11:7:04.3260,-0.962,-0.172,-0.002,-0.18,-0.08,-0.11,-0.03,0.07,0.03
2021-11-10 11:7:04.3370,-0.963,-0.169,-0.002,-0.21,-0.08,-0.11,-0.0,0.07,0.03
2021-11-10 11:7:04.3470,-0.966,-0.165,-0.001,-0.22,-0.1,-0.1,0.02,0.07,0.04
2021-11-10 11:7:04.3570,-0.962,-0.165,-0.001,-0.18,-0.14,-0.12,0.04,0.05,0.04
2021-11-10 11:7:04.3670,-0.961,-0.166,-0.001,-0.2,-0.15,-0.12,0.04,0.02,0.05
2021-11-10 11:7:04.3770,-0.968,-0.165,0.002,-0.23,-0.12,-0.13,0.01,0.03,0.06
2021-11-10 11:7:04.3870,-0.975,-0.165,0.002,-0.19,-0.13,-0.14,0.01,0.03,0.06
2021-11-10 11:7:04.3970,-0.983,-0.165,0.001,-0.12,-0.12,-0.17,-0.02,0.04,0.06
2021-11-10 11:7:04.4070,-0.984,-0.166,0.002,-0.04,-0.11,-0.15,-0.05,0.07,0.07
2021-11-10 11:7:04.4170,-0.983,-0.167,-0.002,0.0,-0.11,-0.17,-0.07,0.09,0.07
2021-11-10 11:7:04.4250,-0.979,-0.168,-0.004,-0.02,-0.09,-0.16,-0.05,0.09,0.05
2021-11-10 11:7:04.4360,-0.971,-0.168,-0.007,-0.04,-0.07,-0.14,-0.05,0.09,0.05
2021-11-10 11:7:04.4460,-0.968,-0.166,-0.01,-0.11,-0.06,-0.12,-0.02,0.07,0.04
2021-11-10 11:7:04.4560,-0.965,-0.166,-0.01,-0.16,-0.07,-0.09,0.01,0.02,0.01
2021-11-10 11:7:04.4660,-0.961,-0.165,-0.01,-0.19,-0.08,-0.09,0.01,0.02,0.01
2021-11-10 11:7:04.4760,-0.96,-0.16,-0.009,-0.22,-0.08,-0.09,0.01,0.0,0.01
2021-11-10 11:7:04.4860,-0.957,-0.155,-0.009,-0.25,-0.11,-0.1,0.02,-0.0,0.02
2021-11-10 11:7:04.4960,-0.953,-0.153,-0.01,-0.26,-0.16,-0.1,0.01,0.0,0.04
2021-11-10 11:7:04.5060,-0.951,-0.15,-0.011,-0.3,-0.18,-0.09,0.0,0.01,0.06
2021-11-10 11:7:04.5160,-0.948,-0.148,-0.012,-0.33,-0.2,-0.08,0.02,0.01,0.1
2021-11-10 11:7:04.5260,-0.943,-0.15,-0.015,-0.36,-0.22,-0.08,0.02,0.01,0.1
2021-11-10 11:7:04.5370,-0.942,-0.144,-0.015,-0.4,-0.19,-0.06,0.04,0.01,0.12
2021-11-10 11:7:04.5460,-0.941,-0.139,-0.014,-0.44,-0.21,-0.04,0.04,0.01,0.13
2021-11-10 11:7:04.5560,-0.937,-0.142,-0.012,-0.44,-0.26,-0.04,0.05,0.02,0.13
2021-11-10 11:7:04.5660,-0.93,-0.142,-0.012,-0.47,-0.24,-0.06,0.04,0.03,0.13
2021-11-10 11:7:04.5750,-0.922,-0.137,-0.012,-0.53,-0.2,-0.07,0.03,0.05,0.13
2021-11-10 11:7:04.5850,-0.913,-0.133,-0.011,-0.69,-0.25,-0.1,0.01,0.07,0.16
2021-11-10 11:7:04.5970,-0.902,-0.127,-0.012,-0.69,-0.25,-0.1,0.01,0.07,0.16
2021-11-10 11:7:04.6050,-0.889,-0.12,-0.013,-0.8,-0.29,-0.1,-0.01,0.03,0.22
2021-11-10 11:7:04.6160,-0.877,-0.111,-0.013,-0.92,-0.34,-0.1,-0.01,0.03,0.22
2021-11-10 11:7:04.6250,-0.864,-0.103,-0.014,-1.05,-0.39,-0.09,-0.02,0.02,0.26
2021-11-10 11:7:04.6360,-0.848,-0.096,-0.014,-1.18,-0.45,-0.09,-0.03,0.01,0.3
2021-11-10 11:7:04.6450,-0.83,-0.087,-0.015,-1.32,-0.49,-0.09,-0.05,0.03,0.39
2021-11-10 11:7:04.6560,-0.807,-0.076,-0.015,-1.5,-0.53,-0.08,-0.05,0.03,0.39
2021-11-10 11:7:04.6660,-0.777,-0.064,-0.017,-1.71,-0.59,-0.09,-0.06,0.05,0.45
2021-11-10 11:7:04.6760,-0.745,-0.051,-0.019,-1.99,-0.65,-0.08,-0.06,0.09,0.51
2021-11-10 11:7:04.6870,-0.706,-0.035,-0.023,-2.3,-0.72,-0.07,-0.06,0.12,0.58
2021-11-10 11:7:04.6950,-0.674,-0.014,-0.028,-2.67,-0.81,-0.05,-0.05,0.12,0.68
2021-11-10 11:7:04.7060,-0.654,0.02,-0.028,-3.03,-0.9,-0.01,-0.03,0.11,0.85
2021-11-10 11:7:04.7160,-0.643,0.059,-0.031,-3.27,-1.09,-0.01,-0.02,0.06,1.09
2021-11-10 11:7:04.7250,-0.645,0.086,-0.036,-3.44,-1.35,0.0,-0.07,-0.0,1.43
2021-11-10 11:7:04.7350,-0.643,0.1,-0.034,-3.49,-1.48,0.08,-0.38,0.12,2.18
2021-11-10 11:7:04.7460,-0.667,0.101,-0.022,-3.49,-1.48,0.08,-0.38,0.12,2.18
2021-11-10 11:7:04.7550,-0.704,0.092,-0.012,-3.38,-1.31,-0.08,-0.61,0.39,2.5
2021-11-10 11:7:04.7660,-0.772,0.076,0.003,-3.06,-0.99,-0.21,-0.8,0.72,2.76
2021-11-10 11:7:04.7750,-0.856,0.055,0.002,-2.52,-0.56,-0.46,-0.95,1.01,2.96
2021-11-10 11:7:04.7860,-0.941,0.016,0.002,-1.69,-0.09,-0.62,-1.06,1.25,3.11
2021-11-10 11:7:04.7940,-1.066,-0.021,-0.001,-0.84,0.55,-0.71,-1.13,1.38,3.23
2021-11-10 11:7:04.8050,-1.266,-0.038,-0.03,0.18,1.29,-0.85,-1.14,0.94,3.34
2021-11-10 11:7:04.8160,-1.488,-0.082,-0.07,1.99,1.84,-0.75,-1.14,0.94,3.34
2021-11-10 11:7:04.8250,-1.769,-0.151,-0.097,6.7,3.37,-0.08,-0.94,-0.1,2.88
2021-11-10 11:7:04.8350,-2.127,-0.216,-0.111,6.7,3.37,-0.08,-0.94,-0.1,2.88
2021-11-10 11:7:04.8440,-2.562,-0.267,-0.11,9.99,4.29,0.17,-0.83,-0.44,2.45
2021-11-10 11:7:04.8560,-3.061,-0.296,-0.107,14.02,5.08,0.28,-0.76,-0.57,1.88
2021-11-10 11:7:04.8650,-3.533,-0.321,-0.114,18.76,5.56,0.29,-0.9,-0.34,1.16
2021-11-10 11:7:04.8760,-3.902,-0.342,-0.14,23.65,5.88,0.36,-1.29,0.31,0.26
2021-11-10 11:7:04.8860,-4.1,-0.297,-0.255,27.69,6.1,0.46,-1.7,0.97,-0.86
2021-11-10 11:7:04.8950,-4.11,-0.187,-0.411,30.32,5.84,1.16,-1.85,1.25,-2.21
2021-11-10 11:7:04.9050,-4.03,-0.073,-0.513,30.96,4.63,2.61,-1.5,1.12,-3.55
2021-11-10 11:7:04.9160,-3.846,0.052,-0.572,30.36,3.12,3.78,-0.75,0.64,-4.75
2021-11-10 11:7:04.9250,-3.637,0.153,-0.553,28.85,1.41,4.5,0.13,0.02,-5.69
2021-11-10 11:7:04.9340,-3.469,0.263,-0.462,26.68,-0.28,4.65,0.83,-0.4,-6.29
2021-11-10 11:7:04.9460,-3.328,0.382,-0.325,24.83,-1.91,4.04,1.24,-0.47,-6.62
2021-11-10 11:7:04.9560,-3.188,0.485,-0.19,23.37,-3.76,2.84,1.37,-0.27,-6.81
2021-11-10 11:7:04.9650,-3.036,0.575,-0.093,22.09,-5.51,1.48,1.28,0.01,-6.98
2021-11-10 11:7:04.9760,-2.887,0.657,-0.012,20.72,-7.14,0.4,1.11,0.19,-7.17
2021-11-10 11:7:04.9850,-2.727,0.743,0.046,19.43,-8.66,-0.45,0.95,0.19,-7.41
2021-11-10 11:7:04.9950,-2.568,0.826,0.09,18.11,-10.2,-1.08,0.84,0.08,-7.67
2021-11-10 11:7:05.0050,-2.403,0.901,0.113,16.82,-11.76,-1.53,0.75,-0.11,-7.96
2021-11-10 11:7:05.0150,-2.245,0.976,0.129,15.57,-13.23,-1.79,0.65,-0.31,-8.25
2021-11-10 11:7:05.0240,-2.089,1.042,0.143,14.4,-14.68,-1.88,0.53,-0.45,-8.49
2021-11-10 11:7:05.0340,-1.925,1.098,0.149,13.38,-16.05,-1.97,0.41,-0.55,-8.68
2021-11-10 11:7:05.0450,-1.752,1.14,0.135,12.34,-17.28,-2.0,0.28,-0.6,-8.78
2021-11-10 11:7:05.0540,-1.576,1.172,0.11,11.29,-18.36,-1.89,0.13,-0.63,-8.8
2021-11-10 11:7:05.0640,-1.412,1.204,0.09,10.22,-19.22,-1.62,-0.02,-0.61,-8.76
2021-11-10 11:7:05.0750,-1.254,1.203,0.065,9.27,-20.05,-1.38,-0.14,-0.55,-8.64
2021-11-10 11:7:05.0850,-1.096,1.193,0.039,8.42,-20.57,-1.16,-0.24,-0.47,-8.46
2021-11-10 11:7:05.0950,-0.944,1.182,0.016,7.61,-20.81,-0.91,-0.31,-0.39,-8.26
2021-11-10 11:7:05.1050,-0.797,1.156,-0.01,6.84,-20.98,-0.69,-0.37,-0.34,-8.06
2021-11-10 11:7:05.1160,-0.66,1.105,-0.028,6.12,-21.03,-0.48,-0.42,-0.31,-7.86
2021-11-10 11:7:05.1240,-0.537,1.07,-0.041,5.48,-20.71,-0.28,-0.47,-0.29,-7.68
2021-11-10 11:7:05.1350,-0.437,1.041,-0.06,4.94,-20.38,-0.23,-0.53,-0.28,-7.5
2021-11-10 11:7:05.1450,-0.343,1.01,-0.069,4.6,-20.11,-0.09,-0.58,-0.27,-7.31
2021-11-10 11:7:05.1540,-0.259,0.976,-0.073,4.36,-19.8,-0.03,-0.59,-0.25,-7.09
2021-11-10 11:7:05.1650,-0.165,0.94,-0.087,4.18,-19.4,-0.03,-0.56,-0.25,-6.86
2021-11-10 11:7:05.1740,-0.066,0.9,-0.097,3.95,-18.93,0.0,-0.5,-0.3,-6.63
2021-11-10 11:7:05.1850,0.025,0.862,-0.097,3.59,-18.41,0.09,-0.43,-0.36,-6.39
2021-11-10 11:7:05.1940,0.109,0.843,-0.107,3.23,-17.83,0.07,-0.37,-0.47,-6.16
2021-11-10 11:7:05.2050,0.196,0.825,-0.114,2.93,-17.37,0.05,-0.38,-0.58,-5.92
2021-11-10 11:7:05.2140,0.296,0.812,-0.115,2.62,-16.96,0.11,-0.49,-0.6,-5.65
2021-11-10 11:7:05.2240,0.391,0.793,-0.129,2.14,-16.58,0.03,-0.69,-0.55,-5.34
2021-11-10 11:7:05.2350,0.488,0.764,-0.148,1.59,-16.16,0.01,-0.96,-0.43,-4.99
2021-11-10 11:7:05.2440,0.623,0.736,-0.164,1.08,-15.65,0.1,-1.28,-0.23,-4.66
2021-11-10 11:7:05.2540,0.75,0.716,-0.189,0.24,-15.08,0.13,-1.59,-0.04,-4.35
2021-11-10 11:7:05.2650,0.87,0.713,-0.222,-0.78,-14.58,0.2,-1.82,0.07,-4.04
2021-11-10 11:7:05.2740,0.994,0.716,-0.259,-1.64,-14.2,0.38,-1.96,0.12,-3.75
2021-11-10 11:7:05.2840,1.107,0.711,-0.301,-2.63,-13.99,0.58,-2.01,0.15,-3.44
2021-11-10 11:7:05.2940,1.243,0.721,-0.35,-3.54,-13.69,0.87,-2.0,0.25,-3.12
2021-11-10 11:7:05.3040,1.429,0.719,-0.407,-4.52,-13.48,1.2,-1.94,0.38,-2.82
2021-11-10 11:7:05.3140,1.608,0.717,-0.476,-6.04,-13.31,1.63,-1.71,0.28,-1.99
2021-11-10 11:7:05.3230,1.75,0.726,-0.527,-7.74,-13.06,2.21,-1.71,0.28,-1.99
2021-11-10 11:7:05.3340,1.853,0.725,-0.559,-9.19,-12.97,2.7,-1.52,0.1,-1.39
2021-11-10 11:7:05.3440,1.886,0.747,-0.622,-10.24,-12.91,3.01,-1.35,-0.05,-0.67
2021-11-10 11:7:05.3540,1.9,0.769,-0.655,-10.93,-12.91,3.35,-1.31,0.01,0.17
2021-11-10 11:7:05.3640,1.903,0.761,-0.678,-11.02,-13.29,3.87,-1.3,0.21,0.98
2021-11-10 11:7:05.3740,1.874,0.788,-0.706,-11.23,-13.28,3.96,-1.38,1.04,2.57
2021-11-10 11:7:05.3840,1.8,0.82,-0.727,-11.19,-13.59,4.25,-1.38,1.04,2.57
2021-11-10 11:7:05.3930,1.698,0.872,-0.734,-10.78,-14.05,4.49,-1.41,1.51,3.36
2021-11-10 11:7:05.4040,1.579,0.915,-0.734,-10.04,-14.74,4.67,-1.35,1.87,4.15
2021-11-10 11:7:05.4140,1.429,0.956,-0.729,-9.21,-15.5,4.72,-1.2,2.04,4.92
2021-11-10 11:7:05.4240,1.248,1.0,-0.7,-8.18,-16.22,4.78,-0.97,2.09,5.64
2021-11-10 11:7:05.4340,1.053,1.043,-0.669,-6.89,-17.01,4.65,-0.71,2.11,6.28
2021-11-10 11:7:05.4440,0.86,1.086,-0.659,-5.44,-17.81,4.4,-0.49,2.11,6.83
2021-11-10 11:7:05.4540,0.657,1.137,-0.676,-4.06,-18.59,4.28,-0.4,2.05,7.28
2021-11-10 11:7:05.4640,0.453,1.201,-0.706,-2.7,-19.4,4.41,-0.48,1.91,7.63
2021-11-10 11:7:05.4740,0.255,1.27,-0.711,-1.31,-20.3,4.73,-0.68,1.87,7.92
2021-11-10 11:7:05.4850,0.084,1.333,-0.718,-0.01,-21.24,4.87,-0.85,1.88,8.15
2021-11-10 11:7:05.4940,-0.055,1.398,-0.729,1.07,-22.1,4.87,-0.86,1.85,8.36
2021-11-10 11:7:05.5030,-0.187,1.466,-0.74,1.77,-22.89,4.95,-0.66,1.72,8.58
2021-11-10 11:7:05.5140,-0.309,1.542,-0.74,2.3,-23.65,5.04,-0.26,1.46,8.85
2021-11-10 11:7:05.5230,-0.451,1.623,-0.714,2.68,-24.42,5.11,0.28,1.08,9.16
2021-11-10 11:7:05.5330,-0.642,1.72,-0.658,3.1,-25.17,5.02,0.76,0.77,9.48
2021-11-10 11:7:05.5440,-0.921,1.842,-0.586,3.83,-25.94,4.65,1.01,0.7,9.84
2021-11-10 11:7:05.5540,-1.237,1.934,-0.5,5.32,-26.88,4.06,0.94,1.07,10.29
2021-11-10 11:7:05.5630,-1.505,1.996,-0.409,7.45,-27.64,3.29,0.49,1.86,10.77
2021-11-10 11:7:05.5740,-1.762,2.08,-0.35,9.4,-27.87,2.29,-0.22,2.62,11.19
2021-11-10 11:7:05.5840,-2.02,2.18,-0.336,10.97,-27.98,1.36,-0.82,2.8,11.43
2021-11-10 11:7:05.5930,-2.202,2.207,-0.333,12.8,-28.34,0.87,-1.01,2.26,11.38
2021-11-10 11:7:05.6030,-2.324,2.147,-0.331,14.16,-28.17,0.67,-0.7,1.2,10.97
2021-11-10 11:7:05.6140,-2.471,2.04,-0.327,14.89,-27.14,0.6,-0.13,0.03,10.34
2021-11-10 11:7:05.6230,-2.712,1.947,-0.335,15.57,-25.37,0.58,0.31,-0.79,9.78
2021-11-10 11:7:05.6330,-2.908,1.801,-0.327,17.13,-23.67,0.74,0.36,-0.84,9.48
2021-11-10 11:7:05.6440,-3.03,1.672,-0.305,19.09,-21.66,0.78,0.06,-0.24,9.32
2021-11-10 11:7:05.6530,-3.144,1.611,-0.298,20.14,-19.31,0.56,-0.36,0.5,9.18
2021-11-10 11:7:05.6630,-3.238,1.501,-0.308,21.15,-17.76,0.32,-0.62,0.88,9.06
2021-11-10 11:7:05.6740,-3.419,1.386,-0.31,21.96,-16.01,0.3,-0.6,0.85,9.0
2021-11-10 11:7:05.6830,-3.67,1.282,-0.318,23.36,-14.02,0.31,-0.48,0.67,8.89
2021-11-10 11:7:05.6940,-3.953,1.185,-0.373,25.64,-12.06,0.23,-0.49,0.48,8.61
2021-11-10 11:7:05.7020,-4.185,1.006,-0.46,28.5,-10.44,0.58,-0.66,0.37,8.05
2021-11-10 11:7:05.7140,-4.327,0.803,-0.584,31.21,-8.24,1.3,-0.87,0.27,7.19
2021-11-10 11:7:05.7230,-4.421,0.588,-0.717,33.1,-5.69,2.41,-0.89,0.04,6.09
2021-11-10 11:7:05.7330,-4.505,0.4,-0.857,34.29,-3.1,3.74,-0.57,-0.43,4.92
2021-11-10 11:7:05.7430,-4.585,0.204,-0.987,35.27,-0.77,5.17,0.16,-1.19,3.73
2021-11-10 11:7:05.7530,-4.684,-0.006,-1.038,36.12,1.28,6.65,1.16,-1.99,2.55
2021-11-10 11:7:05.7620,-4.759,-0.159,-1.01,37.03,3.48,7.64,2.09,-2.39,1.41
2021-11-10 11:7:05.7740,-4.751,-0.266,-0.954,37.95,5.26,7.68,2.69,-2.4,0.24
2021-11-10 11:7:05.7830,-4.69,-0.363,-0.831,38.08,6.26,7.3,2.99,-2.02,-0.84
2021-11-10 11:7:05.7930,-4.556,-0.38,-0.702,37.58,7.15,6.39,3.07,-1.39,-1.77
2021-11-10 11:7:05.8020,-4.36,-0.302,-0.615,36.46,7.38,4.99,2.92,-0.73,-2.51
2021-11-10 11:7:05.8130,-4.211,-0.129,-0.57,34.57,6.64,3.93,2.68,-0.28,-3.08
2021-11-10 11:7:05.8230,-4.082,0.074,-0.553,32.73,4.92,3.28,2.52,-0.09,-3.64
2021-11-10 11:7:05.8320,-3.91,0.237,-0.538,31.4,2.45,2.97,2.49,0.02,-4.35
2021-11-10 11:7:05.8420,-3.712,0.433,-0.541,29.76,0.26,2.76,2.61,0.01,-5.27
2021-11-10 11:7:05.8530,-3.506,0.662,-0.569,27.81,-2.14,2.67,2.83,-0.2,-6.31
2021-11-10 11:7:05.8620,-3.292,0.883,-0.588,25.69,-5.0,2.87,3.14,-0.59,-7.34
2021-11-10 11:7:05.8730,-3.081,1.075,-0.613,23.62,-8.11,3.2,3.52,-1.05,-8.25
2021-11-10 11:7:05.8820,-2.914,1.246,-0.609,21.49,-10.98,3.54,3.89,-1.45,-8.91
2021-11-10 11:7:05.8920,-2.749,1.385,-0.596,19.82,-13.71,3.89,4.18,-1.66,-9.28
2021-11-10 11:7:05.9030,-2.596,1.496,-0.581,18.44,-16.14,3.99,4.34,-1.65,-9.42
2021-11-10 11:7:05.9130,-2.432,1.574,-0.561,17.16,-18.24,4.17,4.42,-1.38,-9.38
2021-11-10 11:7:05.9230,-2.214,1.595,-0.539,16.06,-20.02,4.26,4.42,-0.95,-9.27
2021-11-10 11:7:05.9330,-1.961,1.571,-0.517,14.6,-21.26,4.35,4.42,-0.55,-9.17
2021-11-10 11:7:05.9420,-1.72,1.551,-0.485,12.73,-21.88,4.42,4.45,-0.32,-9.09
2021-11-10 11:7:05.9520,-1.483,1.534,-0.433,10.89,-22.29,4.49,4.52,-0.28,-9.02
2021-11-10 11:7:05.9640,-1.243,1.501,-0.383,9.25,-22.74,4.4,4.59,-0.44,-8.97
2021-11-10 11:7:05.9730,-1.009,1.454,-0.323,7.58,-23.0,4.29,4.61,-0.74,-8.92
2021-11-10 11:7:05.9820,-0.788,1.393,-0.263,6.01,-23.02,4.17,4.57,-1.15,-8.82
2021-11-10 11:7:05.9920,-0.601,1.327,-0.206,4.54,-22.79,4.03,4.46,-1.59,-8.63
2021-11-10 11:7:06.0030,-0.447,1.268,-0.157,3.36,-22.39,3.91,4.29,-2.01,-8.33
2021-11-10 11:7:06.0130,-0.299,1.22,-0.116,2.51,-21.9,3.85,4.05,-2.31,-7.89
2021-11-10 11:7:06.0220,-0.126,1.132,-0.084,1.86,-21.5,3.81,3.76,-2.48,-7.37
2021-11-10 11:7:06.0330,0.039,1.039,-0.057,0.95,-20.8,3.84,3.2,-2.53,-6.21
